Gene	Symbol|Child_inf_vs_control	Mouse.gene.name|Mouse_FOOTDay2inf_vs_control	logFC|Adult_inf_vs_control	logFC|Child_inf_vs_control	logFC|Mouse_LNDay2inf_vs_control	logFC|Mouse_FOOTDay2inf_vs_control	FDR|Adult_inf_vs_control	FDR|Child_inf_vs_control	FDR|Mouse_LNDay2inf_vs_control	FDR|Mouse_FOOTDay2inf_vs_control	-logPFDR|Adult_inf_vs_control	-logPFDR|Child_inf_vs_control	-logPFDR|Mouse_LNDay2inf_vs_control	-logPFDR|Mouse_FOOTDay2inf_vs_control	DEG|Adult_inf_vs_control	DEG|Child_inf_vs_control	DEG|Mouse_LNDay2inf_vs_control	DEG|Mouse_FOOTDay2inf_vs_control	Number_UP	Number_DOWN
ENSG00000089693	MLF2	Mlf2	0.3690	0.2814	-0.0275	0.0593	0.0184	0.0074	0.6453	0.2933	1.7349	2.1333	0.1902	0.5327	NO	NO	NO	NO	0	0
ENSG00000148935	GAS2	Gas2	-0.6194	0.0144	-0.0278	-0.2840	0.0597	0.9514	0.9129	0.0735	1.2241	0.0217	0.0396	1.1340	NO	NO	NO	NO	0	0
ENSG00000174373	RALGAPA1	Ralgapa1	-0.3877	-0.5296	-0.0278	0.1070	0.0023	0.0000	0.7602	0.2038	2.6351	21.6819	0.1191	0.6909	NO	NO	NO	NO	0	0
ENSG00000154310	TNIK	Tnik	-0.5106	-0.3104	-0.0280	0.0268	0.0036	0.0000	0.8396	0.8747	2.4496	7.5670	0.0759	0.0582	NO	NO	NO	NO	0	0
ENSG00000125991	ERGIC3	Ergic3	-0.0892	0.1669	-0.0282	-0.0123	0.5506	0.2478	0.7769	0.9115	0.2592	0.6059	0.1097	0.0402	NO	NO	NO	NO	0	0
ENSG00000166886	NAB2	Nab2	0.3073	-0.6345	-0.0283	-0.0801	0.1417	0.0061	0.8475	0.5752	0.8485	2.2153	0.0719	0.2402	NO	NO	NO	NO	0	0
ENSG00000100201	DDX17	Ddx17	-0.9057	0.0991	-0.0284	-0.1041	0.0000	0.0031	0.6685	0.0961	7.5376	2.5058	0.1749	1.0174	NO	NO	NO	NO	0	0
ENSG00000111361	EIF2B1	Eif2b1	-0.4875	-0.1833	-0.0284	0.1110	0.0000	0.0004	0.7759	0.1851	5.0991	3.3772	0.1102	0.7326	NO	NO	NO	NO	0	0
ENSG00000204138	PHACTR4	Phactr4	0.7290	0.7087	-0.0285	0.1632	0.0000	0.0000	0.7756	0.0681	4.3757	19.1701	0.1104	1.1667	NO	NO	NO	NO	0	0
ENSG00000092929	UNC13D	Unc13d	-0.2524	0.6502	-0.0287	0.1065	0.0628	0.0066	0.8241	0.5167	1.2019	2.1788	0.0840	0.2867	NO	NO	NO	NO	0	0
ENSG00000131375	CAPN7	Capn7	0.1771	-0.3634	-0.0287	-0.3501	0.1138	0.0000	0.6991	0.0000	0.9440	10.2526	0.1555	4.4660	NO	NO	NO	NO	0	0
ENSG00000185033	SEMA4B	Sema4b	-0.2360	0.5402	-0.0288	-0.0924	0.2184	0.0000	0.7890	0.3827	0.6608	5.4295	0.1029	0.4171	NO	NO	NO	NO	0	0
ENSG00000167967	E4F1	E4f1	-0.3936	-0.2580	-0.0288	-0.1530	0.0010	0.3937	0.7825	0.0988	2.9881	0.4049	0.1065	1.0054	NO	NO	NO	NO	0	0
ENSG00000196470	SIAH1	Siah1a	0.2227	-0.5898	-0.0290	0.0261	0.0859	0.0000	0.7742	0.7965	1.0661	24.6904	0.1112	0.0988	NO	NO	NO	NO	0	0
ENSG00000079819	EPB41L2	Epb41l2	-0.3064	-0.1680	-0.0290	-0.2779	0.0235	0.0234	0.6387	0.0001	1.6288	1.6299	0.1947	4.1945	NO	NO	NO	NO	0	0
ENSG00000104497	SNX16	Snx16	0.2025	0.5730	-0.0290	0.0578	0.2118	0.0000	0.8832	0.7248	0.6741	13.6517	0.0539	0.1398	NO	NO	NO	NO	0	0
ENSG00000168894	RNF181	Rnf181	0.7120	0.4162	-0.0292	0.0364	0.0000	0.0076	0.7010	0.6473	5.4498	2.1169	0.1543	0.1889	NO	NO	NO	NO	0	0
ENSG00000140319	SRP14	Srp14	0.1485	0.2574	-0.0292	0.0209	0.2014	0.0000	0.7095	0.8048	0.6960	6.6946	0.1490	0.0943	NO	NO	NO	NO	0	0
ENSG00000165417	GTF2A1	Gtf2a1	-0.8541	0.6158	-0.0292	0.1710	0.0000	0.0000	0.6750	0.0148	6.3410	21.2358	0.1707	1.8296	NO	NO	NO	NO	0	0
ENSG00000179295	PTPN11	Ptpn11	-0.1206	-0.4033	-0.0293	-0.0136	0.1543	0.0000	0.6736	0.8632	0.8116	22.8477	0.1716	0.0639	NO	NO	NO	NO	0	0
ENSG00000018610	CXorf56	C330007P06Rik	0.2044	-0.3223	-0.0295	0.0755	0.0660	0.0000	0.6813	0.2917	1.1805	7.6091	0.1667	0.5350	NO	NO	NO	NO	0	0
ENSG00000174564	IL20RB	Il20rb	0.4507	-0.3587	-0.0295	-0.6409	0.1240	0.0647	0.9158	0.0000	0.9066	1.1892	0.0382	5.9872	NO	NO	NO	NO	0	0
ENSG00000167272	POP5	Pop5	-0.8012	-0.2867	-0.0296	-0.1424	0.0000	0.0001	0.7721	0.1283	6.2676	4.0985	0.1123	0.8918	NO	NO	NO	NO	0	0
ENSG00000166164	BRD7	Brd7	-0.2948	0.4106	-0.0296	0.0819	0.0144	0.0000	0.7476	0.3392	1.8421	15.0625	0.1263	0.4696	NO	NO	NO	NO	0	0
ENSG00000157837	SPPL3	Sppl3	0.4893	0.2376	-0.0296	-0.1980	0.0006	0.0000	0.7688	0.0219	3.1909	5.1051	0.1142	1.6601	NO	NO	NO	NO	0	0
ENSG00000113719	ERGIC1	Ergic1	0.1531	0.0315	-0.0297	-0.2612	0.4130	0.7531	0.7027	0.0007	0.3840	0.1232	0.1532	3.1322	NO	NO	NO	NO	0	0
ENSG00000198171	DDRGK1	Ddrgk1	-0.4100	0.1256	-0.0297	0.0867	0.0022	0.4945	0.7323	0.2801	2.6539	0.3058	0.1353	0.5527	NO	NO	NO	NO	0	0
ENSG00000012174	MBTPS2	Mbtps2	-0.8866	-0.5345	-0.0298	-0.0313	0.0001	0.0000	0.7821	0.7791	4.2211	13.0511	0.1067	0.1084	NO	NO	NO	NO	0	0
ENSG00000119760	SUPT7L	Supt7l	-0.2128	-0.2761	-0.0298	0.0281	0.0336	0.0000	0.7328	0.7714	1.4738	9.2175	0.1350	0.1127	NO	NO	NO	NO	0	0
ENSG00000147130	ZMYM3	Zmym3	-0.3909	-0.1836	-0.0299	-0.1238	0.0343	0.2845	0.7207	0.1369	1.4648	0.5459	0.1423	0.8636	NO	NO	NO	NO	0	0
ENSG00000105583	WDR83OS	Wdr83os	0.0765	-0.0169	-0.0300	0.0750	0.5449	0.9437	0.7723	0.4161	0.2637	0.0252	0.1122	0.3808	NO	NO	NO	NO	0	0
ENSG00000197217	ENTPD4	Entpd4	0.3012	-0.0035	-0.0303	-0.0069	0.0004	0.9280	0.8406	0.9709	3.4178	0.0325	0.0754	0.0128	NO	NO	NO	NO	0	0
ENSG00000151366	NDUFC2	Ndufc2	-0.4411	-0.2120	-0.0303	0.0385	0.0035	0.0003	0.7905	0.7265	2.4574	3.5696	0.1021	0.1387	NO	NO	NO	NO	0	0
ENSG00000092439	TRPM7	Trpm7	0.0731	-0.1063	-0.0306	-0.1330	0.5449	0.0134	0.7560	0.1379	0.2637	1.8733	0.1215	0.8604	NO	NO	NO	NO	0	0
ENSG00000132535	DLG4	Dlg4	-0.3278	0.0216	-0.0306	-0.1497	0.2281	0.9540	0.8783	0.4579	0.6419	0.0204	0.0564	0.3392	NO	NO	NO	NO	0	0
ENSG00000119772	DNMT3A	Dnmt3a	-0.3740	0.1261	-0.0307	-0.2475	0.0089	0.0736	0.7146	0.0036	2.0528	1.1332	0.1459	2.4395	NO	NO	NO	NO	0	0
ENSG00000175470	PPP2R2D	Ppp2r2d	0.2066	-0.1678	-0.0307	0.3664	0.0619	0.0013	0.7010	0.0000	1.2082	2.8812	0.1543	4.6840	NO	NO	NO	NO	0	0
ENSG00000054654	SYNE2	Syne2	-0.6131	0.0247	-0.0308	-0.1372	0.0005	0.7851	0.7707	0.1079	3.2622	0.1051	0.1131	0.9670	NO	NO	NO	NO	0	0
ENSG00000169021	UQCRFS1	Uqcrfs1	0.7924	0.0472	-0.0309	0.1522	0.0000	0.3823	0.7567	0.0856	7.2534	0.4176	0.1211	1.0674	NO	NO	NO	NO	0	0
ENSG00000033030	ZCCHC8	Zcchc8	0.5653	-0.1620	-0.0310	-0.0552	0.0000	0.0003	0.6664	0.4476	6.2218	3.5627	0.1763	0.3491	NO	NO	NO	NO	0	0
ENSG00000198909	MAP3K3	Map3k3	0.1232	0.1734	-0.0311	-0.0534	0.3706	0.0204	0.6261	0.4123	0.4311	1.6913	0.2034	0.3848	NO	NO	NO	NO	0	0
ENSG00000177830	CHID1	Chid1	-0.3541	-0.1257	-0.0311	0.2384	0.0364	0.6633	0.8333	0.0641	1.4384	0.1783	0.0792	1.1934	NO	NO	NO	NO	0	0
ENSG00000157625	TAB3	Tab3	0.2730	0.5830	-0.0311	0.0520	0.0037	0.0000	0.7788	0.6401	2.4356	27.2716	0.1086	0.1938	NO	NO	NO	NO	0	0
ENSG00000145293	ENOPH1	Enoph1	-0.3197	-0.3130	-0.0311	0.2368	0.0052	0.0000	0.7823	0.0163	2.2851	6.6556	0.1066	1.7880	NO	NO	NO	NO	0	0
ENSG00000171365	CLCN5	Clcn5	-0.6295	-0.0569	-0.0312	-0.5064	0.0007	0.4260	0.8318	0.0004	3.1450	0.3706	0.0800	3.3755	NO	NO	NO	NO	0	0
ENSG00000156384	SFR1	Sfr1	0.5881	0.0904	-0.0316	0.0690	0.0002	0.1465	0.6053	0.2191	3.7938	0.8342	0.2180	0.6593	NO	NO	NO	NO	0	0
ENSG00000204310	AGPAT1	Agpat1	-0.1837	0.2296	-0.0323	0.2621	0.3192	0.1151	0.7525	0.0121	0.4959	0.9390	0.1235	1.9172	NO	NO	NO	NO	0	0
ENSG00000179532	DNHD1	Dnhd1	-0.3264	-0.3665	-0.0325	0.4448	0.1161	0.0005	0.8544	0.0129	0.9351	3.3216	0.0683	1.8902	NO	NO	NO	NO	0	0
ENSG00000172890	NADSYN1	Nadsyn1	-0.1668	0.2006	-0.0325	-0.6178	0.1055	0.0121	0.8379	0.0008	0.9769	1.9155	0.0768	3.0883	NO	NO	NO	NO	0	0
ENSG00000119396	RAB14	Rab14	0.1606	0.4905	-0.0326	0.0456	0.2970	0.0000	0.5666	0.4227	0.5272	16.3372	0.2467	0.3740	NO	NO	NO	NO	0	0
ENSG00000173706	HEG1	Heg1	0.0127	0.5028	-0.0328	-0.0204	0.9636	0.0000	0.7484	0.8599	0.0161	10.3497	0.1259	0.0655	NO	NO	NO	NO	0	0
ENSG00000170791	CHCHD7	Chchd7	-0.1254	-0.3187	-0.0328	-0.0390	0.3245	0.0000	0.8097	0.7814	0.4888	10.2020	0.0917	0.1071	NO	NO	NO	NO	0	0
ENSG00000183655	KLHL25	Klhl25	-0.2272	-0.9941	-0.0329	0.1051	0.4062	0.0040	0.8007	0.4035	0.3913	2.3958	0.0965	0.3941	NO	NO	NO	NO	0	0
ENSG00000108578	BLMH	Blmh	-0.5851	-0.6818	-0.0331	-0.2958	0.0000	0.0000	0.6500	0.0001	5.9706	25.9208	0.1871	4.1656	NO	NO	NO	NO	0	0
ENSG00000167657	DAPK3	Dapk3	0.4742	0.5031	-0.0331	0.0431	0.0003	0.1451	0.7613	0.7028	3.4613	0.8383	0.1184	0.1531	NO	NO	NO	NO	0	0
ENSG00000131378	RFTN1	Rftn1	-0.6511	-0.5683	-0.0335	0.1923	0.0000	0.0000	0.6931	0.0379	4.6003	16.9393	0.1592	1.4215	NO	NO	NO	NO	0	0
ENSG00000101882	NKAP	Nkap	-0.1686	-0.0092	-0.0335	-0.1208	0.1049	0.8636	0.7585	0.2520	0.9792	0.0637	0.1201	0.5986	NO	NO	NO	NO	0	0
ENSG00000176473	WDR25	Wdr25	0.0308	-0.2744	-0.0335	0.0327	0.9704	0.0123	0.8613	0.8730	0.0130	1.9089	0.0649	0.0590	NO	NO	NO	NO	0	0
ENSG00000004975	DVL2	Dvl2	-0.4051	0.2033	-0.0335	-0.5837	0.0183	0.3937	0.8215	0.0002	1.7371	0.4048	0.0854	3.7880	NO	NO	NO	NO	0	0
ENSG00000174233	ADCY6	Adcy6	0.0678	-0.1622	-0.0336	-0.2031	0.8578	0.6782	0.6847	0.0137	0.0666	0.1686	0.1645	1.8624	NO	NO	NO	NO	0	0
ENSG00000076984	MAP2K7	Map2k7	0.2208	-0.4472	-0.0337	-0.0673	0.1942	0.0831	0.6136	0.3036	0.7118	1.0802	0.2121	0.5177	NO	NO	NO	NO	0	0
ENSG00000111727	HCFC2	Hcfc2	-0.6342	-0.2756	-0.0340	0.0501	0.0000	0.0000	0.7128	0.5955	7.7167	6.2848	0.1471	0.2251	NO	NO	NO	NO	0	0
ENSG00000064607	SUGP2	Sugp2	-0.3385	-0.3382	-0.0342	-0.0756	0.0011	0.0000	0.7058	0.4389	2.9413	8.7545	0.1513	0.3576	NO	NO	NO	NO	0	0
ENSG00000141452	C18orf8	Rmc1	0.4490	0.2886	-0.0342	0.0436	0.0005	0.0000	0.7720	0.7388	3.3072	9.2277	0.1124	0.1315	NO	NO	NO	NO	0	0
ENSG00000157764	BRAF	Braf	0.2386	-0.4227	-0.0343	-0.0294	0.0311	0.0000	0.6911	0.7573	1.5071	17.5800	0.1604	0.1208	NO	NO	NO	NO	0	0
ENSG00000039650	PNKP	Pnkp	-0.3224	0.0887	-0.0344	-0.1976	0.0080	0.6074	0.6630	0.0145	2.0948	0.2165	0.1785	1.8390	NO	NO	NO	NO	0	0
ENSG00000134574	DDB2	Ddb2	0.0352	0.8940	-0.0345	-0.5202	0.8484	0.0000	0.7496	0.0001	0.0714	13.1267	0.1251	4.0372	NO	NO	NO	NO	0	0
ENSG00000108733	PEX12	Pex12	-0.6761	-0.0703	-0.0347	0.0907	0.0015	0.2808	0.8323	0.5711	2.8340	0.5516	0.0797	0.2433	NO	NO	NO	NO	0	0
ENSG00000086504	MRPL28	Mrpl28	0.9637	0.3580	-0.0347	-0.1555	0.0000	0.0817	0.7611	0.1246	7.8894	1.0876	0.1186	0.9044	NO	NO	NO	NO	0	0
ENSG00000110696	C11orf58	1110004F10Rik	0.4322	-0.0050	-0.0348	-0.0986	0.0002	0.9352	0.5722	0.0905	3.7362	0.0291	0.2425	1.0435	NO	NO	NO	NO	0	0
ENSG00000100345	MYH9	Myh9	-0.6960	-0.1595	-0.0348	0.4988	0.0002	0.0251	0.7119	0.0000	3.7801	1.6009	0.1476	5.1068	NO	NO	NO	NO	0	0
ENSG00000113597	TRAPPC13	Trappc13	0.0201	-0.0977	-0.0350	-0.0118	0.8550	0.0742	0.6984	0.9136	0.0680	1.1298	0.1559	0.0392	NO	NO	NO	NO	0	0
ENSG00000179344	HLA-DQB1	H2-Ab1	0.2334	-0.5880	-0.0350	0.0531	0.7581	0.0114	0.8032	0.7206	0.1202	1.9438	0.0952	0.1423	NO	NO	NO	NO	0	0
ENSG00000232629	HLA-DQB2	H2-Ab1	-0.3754	-0.5944	-0.0350	0.0531	0.4717	0.0642	0.8032	0.7206	0.3264	1.1923	0.0952	0.1423	NO	NO	NO	NO	0	0
ENSG00000180098	TRNAU1AP	Trnau1ap	-0.3553	-0.1195	-0.0351	0.0339	0.0006	0.0777	0.7183	0.7708	3.2011	1.1099	0.1437	0.1130	NO	NO	NO	NO	0	0
ENSG00000118873	RAB3GAP2	Rab3gap2	-0.6721	0.1786	-0.0351	-0.1047	0.0000	0.0000	0.5985	0.1023	7.0904	6.7825	0.2229	0.9903	NO	NO	NO	NO	0	0
ENSG00000156017	CARNMT1	Carnmt1	-0.5002	-0.4161	-0.0355	0.0295	0.0001	0.0000	0.8459	0.8628	4.0482	12.7235	0.0727	0.0641	NO	NO	NO	NO	0	0
ENSG00000168438	CDC40	Cdc40	0.6996	0.1797	-0.0355	0.0543	0.0000	0.0000	0.6719	0.5587	8.2358	4.4828	0.1727	0.2528	NO	NO	NO	NO	0	0
ENSG00000112561	TFEB	Tfeb	-0.2072	0.5654	-0.0357	-0.0526	0.1825	0.0002	0.7586	0.6511	0.7386	3.6649	0.1200	0.1864	NO	NO	NO	NO	0	0
ENSG00000236104	ZBTB22	Zbtb22	-0.0616	0.1982	-0.0360	-0.1702	0.6244	0.1587	0.8126	0.2042	0.2045	0.7993	0.0901	0.6900	NO	NO	NO	NO	0	0
ENSG00000118816	CCNI	Ccni	-0.0736	-0.4294	-0.0360	-0.2225	0.7139	0.0000	0.6344	0.0035	0.1463	6.8182	0.1976	2.4605	NO	NO	NO	NO	0	0
ENSG00000133789	SWAP70	Swap70	-0.5444	-0.4745	-0.0361	0.1183	0.0001	0.0000	0.5998	0.1020	3.8757	10.6478	0.2220	0.9912	NO	NO	NO	NO	0	0
ENSG00000127870	RNF6	Rnf6	0.1659	0.4269	-0.0361	0.0056	0.1131	0.0000	0.5892	0.9509	0.9466	30.6861	0.2297	0.0219	NO	NO	NO	NO	0	0
ENSG00000003509	NDUFAF7	Ndufaf7	-0.3600	-0.5963	-0.0363	-0.0675	0.0011	0.0000	0.7583	0.5300	2.9430	26.1124	0.1202	0.2758	NO	NO	NO	NO	0	0
ENSG00000136261	BZW2	Bzw2	-0.8881	-0.7367	-0.0364	-0.0918	0.0000	0.0000	0.6955	0.2911	11.1192	27.7570	0.1577	0.5360	NO	NO	NO	NO	0	0
ENSG00000160058	BSDC1	Bsdc1	0.2184	0.1318	-0.0365	0.1703	0.0183	0.0266	0.6602	0.0299	1.7367	1.5757	0.1803	1.5241	NO	NO	NO	NO	0	0
ENSG00000105329	TGFB1	Tgfb1	0.8404	0.8399	-0.0365	-0.0537	0.0014	0.0000	0.7096	0.6185	2.8608	5.1688	0.1490	0.2087	NO	NO	NO	NO	0	0
ENSG00000164331	ANKRA2	Ankra2	0.1118	-0.1775	-0.0367	-0.1556	0.3518	0.0009	0.6867	0.0618	0.4537	3.0392	0.1632	1.2088	NO	NO	NO	NO	0	0
ENSG00000146463	ZMYM4	Zmym4	-0.2481	-0.0849	-0.0368	0.1476	0.0064	0.0408	0.6833	0.0878	2.1955	1.3893	0.1654	1.0563	NO	NO	NO	NO	0	0
ENSG00000138107	ACTR1A	Actr1a	0.2807	0.3948	-0.0368	-0.0096	0.0052	0.0001	0.5047	0.8839	2.2845	3.9979	0.2970	0.0536	NO	NO	NO	NO	0	0
ENSG00000169764	UGP2	Ugp2	-0.2136	0.5533	-0.0370	0.1338	0.0683	0.0000	0.8005	0.2597	1.1658	28.7328	0.0967	0.5855	NO	NO	NO	NO	0	0
ENSG00000076242	MLH1	Mlh1	-0.4404	-0.2254	-0.0371	-0.2966	0.0001	0.0000	0.7464	0.0080	4.2366	5.0830	0.1270	2.0953	NO	NO	NO	NO	0	0
ENSG00000144635	DYNC1LI1	Dync1li1	-0.2943	0.3118	-0.0372	0.0253	0.0484	0.0000	0.7107	0.8166	1.3151	5.9393	0.1483	0.0880	NO	NO	NO	NO	0	0
ENSG00000166266	CUL5	Cul5	-0.1127	-0.1539	-0.0372	0.0682	0.1815	0.0038	0.7121	0.4660	0.7412	2.4247	0.1475	0.3316	NO	NO	NO	NO	0	0
ENSG00000116062	MSH6	Msh6	-0.6951	-0.3905	-0.0373	-0.1270	0.0000	0.0000	0.6691	0.1502	10.3840	16.6234	0.1745	0.8234	NO	NO	NO	NO	0	0
ENSG00000001036	FUCA2	Fuca2	0.4803	0.5673	-0.0373	-0.0096	0.0012	0.0000	0.6521	0.9242	2.9320	14.6091	0.1857	0.0342	NO	NO	NO	NO	0	0
ENSG00000181915	ADO	Ado	-0.2247	0.0345	-0.0374	-0.1014	0.0396	0.5317	0.6685	0.2145	1.4026	0.2743	0.1749	0.6686	NO	NO	NO	NO	0	0
ENSG00000161203	AP2M1	Ap2m1	0.2923	-0.0291	-0.0375	0.0583	0.1656	0.7949	0.6264	0.4349	0.7809	0.0997	0.2031	0.3616	NO	NO	NO	NO	0	0
ENSG00000175662	TOM1L2	Tom1l2	-0.3925	-0.5192	-0.0377	-0.0762	0.0604	0.0019	0.6405	0.2980	1.2192	2.7310	0.1934	0.5258	NO	NO	NO	NO	0	0
ENSG00000144063	MALL	Mall	0.1661	0.3547	-0.0377	0.3396	0.7464	0.3542	0.8845	0.0063	0.1270	0.4508	0.0533	2.2023	NO	NO	NO	NO	0	0
ENSG00000171488	LRRC8C	Lrrc8c	0.0534	-0.5355	-0.0378	0.6073	0.7423	0.0000	0.6533	0.0000	0.1294	21.4168	0.1849	6.1337	NO	NO	NO	NO	0	0
ENSG00000168385	SEPT2	Sept2	-0.2146	-0.3707	-0.0379	-0.0017	0.0362	0.0000	0.5357	0.9864	1.4412	15.8268	0.2711	0.0060	NO	NO	NO	NO	0	0
ENSG00000143401	ANP32E	Anp32e	0.2582	-0.2108	-0.0379	-0.2725	0.0192	0.0001	0.6052	0.0005	1.7174	4.1512	0.2181	3.3065	NO	NO	NO	NO	0	0
ENSG00000183780	SLC35F3	Slc35f3	-0.4050	0.7173	-0.0381	-0.1416	0.3809	0.0001	0.8281	0.3958	0.4192	4.0762	0.0819	0.4025	NO	NO	NO	NO	0	0
ENSG00000180902	D2HGDH	D2hgdh	-0.6771	-0.3863	-0.0382	-0.2489	0.0026	0.3133	0.6408	0.0050	2.5810	0.5040	0.1933	2.2968	NO	NO	NO	NO	0	0
ENSG00000173226	IQCB1	Iqcb1	-0.1847	-0.5043	-0.0382	0.0124	0.1749	0.0000	0.8598	0.9646	0.7572	15.5229	0.0656	0.0157	NO	NO	NO	NO	0	0
ENSG00000023608	SNAPC1	Snapc1	0.9113	-0.2136	-0.0386	-0.1012	0.0000	0.0135	0.6685	0.2726	5.1068	1.8687	0.1749	0.5645	NO	NO	NO	NO	0	0
ENSG00000138036	DYNC2LI1	Dync2li1	-0.2968	-0.5139	-0.0387	-0.1800	0.0895	0.0000	0.9211	0.3762	1.0484	6.7799	0.0357	0.4246	NO	NO	NO	NO	0	0
ENSG00000155761	SPAG17	Spag17	0.3070	0.6690	-0.0388	0.3704	0.3782	0.0005	0.9502	0.5680	0.4223	3.3166	0.0222	0.2457	NO	NO	NO	NO	0	0
ENSG00000213064	SFT2D2	Sft2d2	0.3950	-0.0168	-0.0389	-0.3567	0.0756	0.7792	0.4969	0.0000	1.1217	0.1083	0.3037	5.7423	NO	NO	NO	NO	0	0
ENSG00000156469	MTERF3	Mterf3	-0.8646	-0.4132	-0.0389	0.3179	0.0000	0.0000	0.6918	0.0025	8.4510	9.6596	0.1600	2.6098	NO	NO	NO	NO	0	0
ENSG00000163002	NUP35	Nup35	0.1394	-0.3688	-0.0389	-0.1047	0.3806	0.0000	0.8280	0.5453	0.4196	9.6676	0.0820	0.2633	NO	NO	NO	NO	0	0
ENSG00000185658	BRWD1	Brwd1	-0.0063	-0.5679	-0.0390	-0.0071	0.9578	0.0000	0.6287	0.9531	0.0187	27.1221	0.2016	0.0209	NO	NO	NO	NO	0	0
ENSG00000241973	PI4KA	Pi4ka	-0.1442	-0.0378	-0.0391	-0.0934	0.5371	0.6759	0.6464	0.3079	0.2699	0.1701	0.1895	0.5116	NO	NO	NO	NO	0	0
ENSG00000110955	ATP5B	Atp5b	0.0826	-0.0404	-0.0391	0.1217	0.4900	0.5685	0.6491	0.1336	0.3098	0.2453	0.1877	0.8743	NO	NO	NO	NO	0	0
ENSG00000137764	MAP2K5	Map2k5	-0.2376	-0.6233	-0.0391	-0.3175	0.1722	0.0000	0.7897	0.0205	0.7640	13.7721	0.1025	1.6884	NO	NO	NO	NO	0	0
ENSG00000134287	ARF3	Arf3	-0.3353	0.6321	-0.0392	0.2736	0.0412	0.0000	0.6420	0.0016	1.3852	14.5287	0.1925	2.7972	NO	NO	NO	NO	0	0
ENSG00000132676	DAP3	Dap3	-0.4621	-0.2378	-0.0392	0.0618	0.0001	0.0000	0.5364	0.3678	3.9906	7.4168	0.2705	0.4344	NO	NO	NO	NO	0	0
ENSG00000104177	MYEF2	Gm9833	0.3166	-0.9471	-0.0393	-0.1176	0.1832	0.0000	0.7585	0.5304	0.7371	22.7235	0.1201	0.2754	NO	NO	NO	NO	0	0
ENSG00000105576	TNPO2	Tnpo2	0.0965	-0.0863	-0.0394	-0.1340	0.6367	0.5703	0.5264	0.0266	0.1960	0.2439	0.2787	1.5751	NO	NO	NO	NO	0	0
ENSG00000167863	ATP5H	Atp5h	0.0592	0.0867	-0.0394	-0.0140	0.7387	0.1996	0.7598	0.9271	0.1315	0.6998	0.1193	0.0329	NO	NO	NO	NO	0	0
ENSG00000130921	C12orf65	2810006K23Rik	-0.7469	-0.5103	-0.0395	-0.2868	0.0000	0.0000	0.8009	0.0584	4.5072	11.3170	0.0964	1.2338	NO	NO	NO	NO	0	0
ENSG00000177058	SLC38A9	Slc38a9	-0.3469	-0.3620	-0.0395	-0.5259	0.0007	0.0000	0.6583	0.0000	3.1710	11.2823	0.1816	5.3507	NO	NO	NO	NO	0	0
ENSG00000005884	ITGA3	Itga3	-0.6864	0.4206	-0.0397	0.2671	0.0380	0.2475	0.8000	0.0115	1.4202	0.6064	0.0969	1.9397	NO	NO	NO	NO	0	0
ENSG00000184056	VPS33B	Vps33b	0.2938	0.3923	-0.0400	0.1233	0.0093	0.0002	0.6792	0.1892	2.0312	3.7779	0.1680	0.7230	NO	NO	NO	NO	0	0
ENSG00000100949	RABGGTA	Rabggta	0.2278	0.6233	-0.0402	-0.0376	0.2443	0.0507	0.6198	0.6750	0.6121	1.2947	0.2078	0.1707	NO	NO	NO	NO	0	0
ENSG00000025770	NCAPH2	Ncaph2	0.0729	-0.1277	-0.0402	-0.1397	0.5686	0.6978	0.6685	0.1020	0.2452	0.1563	0.1749	0.9915	NO	NO	NO	NO	0	0
ENSG00000139921	TMX1	Tmx1	-0.1638	0.6024	-0.0407	-0.0599	0.3285	0.0000	0.5285	0.3561	0.4835	16.0650	0.2769	0.4485	NO	NO	NO	NO	0	0
ENSG00000175857	GAPT	Gapt	-0.5446	0.1586	-0.0407	0.2502	0.0478	0.0405	0.8250	0.3091	1.3209	1.3928	0.0835	0.5099	NO	NO	NO	NO	0	0
ENSG00000149084	HSD17B12	Hsd17b12	-0.3158	-0.2849	-0.0410	0.3402	0.0732	0.0016	0.5796	0.0000	1.1357	2.7935	0.2369	4.6003	NO	NO	NO	NO	0	0
ENSG00000184007	PTP4A2	Ptp4a2	0.8278	-0.1177	-0.0411	0.0088	0.0000	0.0017	0.6079	0.9307	6.5214	2.7806	0.2161	0.0312	NO	NO	NO	NO	0	0
ENSG00000135049	AGTPBP1	Agtpbp1	0.1585	-0.1666	-0.0416	-0.0406	0.3225	0.0057	0.7130	0.7539	0.4914	2.2431	0.1469	0.1227	NO	NO	NO	NO	0	0
ENSG00000254709	IGLL5	Iglc3	0.5161	-0.9586	-0.0418	-0.0044	0.3391	0.0069	0.6450	0.9976	0.4697	2.1582	0.1905	0.0010	NO	NO	NO	NO	0	0
ENSG00000211677	IGLC2	Iglc3	-0.3036	-0.5368	-0.0418	-0.0044	0.4330	0.0447	0.6450	0.9976	0.3635	1.3497	0.1905	0.0010	NO	NO	NO	NO	0	0
ENSG00000211679	IGLC3	Iglc3	-0.6184	-0.3052	-0.0418	-0.0044	0.1349	0.2304	0.6450	0.9976	0.8699	0.6374	0.1905	0.0010	NO	NO	NO	NO	0	0
